2017-07-18 11:23:49 | 7416 | /index.php | query | f7ceea1ae01bc1ad33835ecf5836881bc4b604f8 | 0.01581 | 0.015898 | SELECT * FROM `iwide_core_admin` WHERE `username` = 'demo_member' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:15:08 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.01327 | 0.013296 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:15:08 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.013667 | 0.013692 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:15:08 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.027304 | 0.027335 | SELECT * FROM `iwide_inter_member_config` WHERE `inter_id` = 'a484619482' AND `type_code` = 'member_card_url' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-07-18 14:15:08 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.011557 | 0.011586 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:15:08 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.012485 | 0.012526 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:15:09 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.010701 | 0.010958 | SELECT s.*,q.url FROM iwide_hotel_staff s LEFT JOIN iwide_qrcode q ON s.inter_id=q.inter_id AND s.qrcode_id=q.id WHERE s.openid='oX3WojklzII6FwXZkN2ob0MpBzHo' AND s.inter_id='a484619482' LIMIT 1 | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:15:09 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.011837 | 0.011862 | SELECT * FROM `iwide_hotel_club_config` WHERE `inter_id` = 'a484619482' AND `status` = 1 AND `key` = 'normal' AND `type` = 'default_staff' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:15:09 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.026568 | 0.026594 | SELECT * FROM `iwide_scanqr_auth` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' AND `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-07-18 14:17:44 | 8462 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.013778 | 0.01386 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:17:44 | 8462 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.013367 | 0.013394 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:17:44 | 8462 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.010964 | 0.01099 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:17:45 | 8462 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.032379 | 0.032406 | SELECT * FROM `iwide_inter_member_config` WHERE `inter_id` = 'a484619482' AND `type_code` = 'member_card_url' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-07-18 14:17:45 | 8462 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.009516 | 0.009542 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:17:45 | 8462 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.012428 | 0.012454 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:17:45 | 8462 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.0126 | 0.012848 | SELECT s.*,q.url FROM iwide_hotel_staff s LEFT JOIN iwide_qrcode q ON s.inter_id=q.inter_id AND s.qrcode_id=q.id WHERE s.openid='oX3WojklzII6FwXZkN2ob0MpBzHo' AND s.inter_id='a484619482' LIMIT 1 | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:17:45 | 8462 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.010732 | 0.010758 | SELECT * FROM `iwide_hotel_club_config` WHERE `inter_id` = 'a484619482' AND `status` = 1 AND `key` = 'normal' AND `type` = 'default_staff' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:17:45 | 8462 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.033205 | 0.033232 | SELECT * FROM `iwide_scanqr_auth` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' AND `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-07-18 14:18:36 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.011148 | 0.011169 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:18:36 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.01188 | 0.011906 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:18:36 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.011123 | 0.01115 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:18:37 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.025111 | 0.025139 | SELECT * FROM `iwide_inter_member_config` WHERE `inter_id` = 'a484619482' AND `type_code` = 'member_card_url' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-07-18 14:18:37 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.010122 | 0.010146 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:18:37 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.011849 | 0.011879 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:18:37 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.014531 | 0.014683 | SELECT s.*,q.url FROM iwide_hotel_staff s LEFT JOIN iwide_qrcode q ON s.inter_id=q.inter_id AND s.qrcode_id=q.id WHERE s.openid='oX3WojklzII6FwXZkN2ob0MpBzHo' AND s.inter_id='a484619482' LIMIT 1 | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:18:37 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.012435 | 0.012463 | SELECT * FROM `iwide_hotel_club_config` WHERE `inter_id` = 'a484619482' AND `status` = 1 AND `key` = 'normal' AND `type` = 'default_staff' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:18:37 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.027135 | 0.027163 | SELECT * FROM `iwide_scanqr_auth` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' AND `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-07-18 14:18:51 | 8462 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.012123 | 0.0122 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:18:51 | 8462 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.012603 | 0.012632 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:18:51 | 8462 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.011491 | 0.011536 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:18:52 | 8462 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.028986 | 0.029013 | SELECT * FROM `iwide_inter_member_config` WHERE `inter_id` = 'a484619482' AND `type_code` = 'member_card_url' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-07-18 14:18:52 | 8462 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.010329 | 0.010354 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:18:52 | 8462 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.013478 | 0.013503 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:18:52 | 8462 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.011964 | 0.01211 | SELECT s.*,q.url FROM iwide_hotel_staff s LEFT JOIN iwide_qrcode q ON s.inter_id=q.inter_id AND s.qrcode_id=q.id WHERE s.openid='oX3WojklzII6FwXZkN2ob0MpBzHo' AND s.inter_id='a484619482' LIMIT 1 | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:18:52 | 8462 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.011128 | 0.011154 | SELECT * FROM `iwide_hotel_club_config` WHERE `inter_id` = 'a484619482' AND `status` = 1 AND `key` = 'normal' AND `type` = 'default_staff' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:18:52 | 8462 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.031392 | 0.031418 | SELECT * FROM `iwide_scanqr_auth` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' AND `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-07-18 14:19:39 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.013502 | 0.013535 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:19:39 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.013417 | 0.013457 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:19:39 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.012943 | 0.012985 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:19:40 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.028556 | 0.028583 | SELECT * FROM `iwide_inter_member_config` WHERE `inter_id` = 'a484619482' AND `type_code` = 'member_card_url' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-07-18 14:19:40 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.012633 | 0.012659 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:19:40 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.011216 | 0.011243 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:19:40 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.011899 | 0.012047 | SELECT s.*,q.url FROM iwide_hotel_staff s LEFT JOIN iwide_qrcode q ON s.inter_id=q.inter_id AND s.qrcode_id=q.id WHERE s.openid='oX3WojklzII6FwXZkN2ob0MpBzHo' AND s.inter_id='a484619482' LIMIT 1 | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:19:40 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.011616 | 0.011641 | SELECT * FROM `iwide_hotel_club_config` WHERE `inter_id` = 'a484619482' AND `status` = 1 AND `key` = 'normal' AND `type` = 'default_staff' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:19:40 | 8463 | /index.php | query | 56ecdf2f65c3c62cbd4edebf5fb7ea67d6ba388b | 0.030532 | 0.030558 | SELECT * FROM `iwide_scanqr_auth` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' AND `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-07-18 14:22:58 | 8462 | /index.php | query | 00b5695412515b038cf6d3d3464664bbc852a47f | 0.01148 | 0.011512 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:22:58 | 8462 | /index.php | query | 00b5695412515b038cf6d3d3464664bbc852a47f | 0.012598 | 0.012625 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:22:58 | 8462 | /index.php | query | 00b5695412515b038cf6d3d3464664bbc852a47f | 0.011503 | 0.011529 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:22:59 | 8462 | /index.php | query | 00b5695412515b038cf6d3d3464664bbc852a47f | 0.028159 | 0.028186 | SELECT * FROM `iwide_inter_member_config` WHERE `inter_id` = 'a484619482' AND `type_code` = 'member_card_url' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-07-18 14:22:59 | 8462 | /index.php | query | 00b5695412515b038cf6d3d3464664bbc852a47f | 0.010739 | 0.010766 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:22:59 | 8462 | /index.php | query | 00b5695412515b038cf6d3d3464664bbc852a47f | 0.009562 | 0.009588 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:22:59 | 8462 | /index.php | query | 00b5695412515b038cf6d3d3464664bbc852a47f | 0.011984 | 0.012248 | SELECT s.*,q.url FROM iwide_hotel_staff s LEFT JOIN iwide_qrcode q ON s.inter_id=q.inter_id AND s.qrcode_id=q.id WHERE s.openid='oX3WojklzII6FwXZkN2ob0MpBzHo' AND s.inter_id='a484619482' LIMIT 1 | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:22:59 | 8462 | /index.php | query | 00b5695412515b038cf6d3d3464664bbc852a47f | 0.0112 | 0.011225 | SELECT * FROM `iwide_hotel_club_config` WHERE `inter_id` = 'a484619482' AND `status` = 1 AND `key` = 'normal' AND `type` = 'default_staff' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 14:22:59 | 8462 | /index.php | query | 00b5695412515b038cf6d3d3464664bbc852a47f | 0.026156 | 0.026182 | SELECT * FROM `iwide_scanqr_auth` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' AND `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-07-18 15:02:41 | 8463 | /index.php | query | 1c46239c333982c6977741ebb4ef4a4095897e2e | 0.013821 | 0.013851 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:02:41 | 8463 | /index.php | query | 1c46239c333982c6977741ebb4ef4a4095897e2e | 0.010322 | 0.01035 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:02:41 | 8463 | /index.php | query | 1c46239c333982c6977741ebb4ef4a4095897e2e | 0.010562 | 0.010588 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:02:42 | 8463 | /index.php | query | 1c46239c333982c6977741ebb4ef4a4095897e2e | 0.031586 | 0.031612 | SELECT * FROM `iwide_inter_member_config` WHERE `inter_id` = 'a484619482' AND `type_code` = 'member_card_url' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-07-18 15:02:42 | 8463 | /index.php | query | 1c46239c333982c6977741ebb4ef4a4095897e2e | 0.009169 | 0.009196 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:02:42 | 8463 | /index.php | query | 1c46239c333982c6977741ebb4ef4a4095897e2e | 0.009505 | 0.009533 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:02:42 | 8463 | /index.php | query | 1c46239c333982c6977741ebb4ef4a4095897e2e | 0.012239 | 0.012432 | SELECT s.*,q.url FROM iwide_hotel_staff s LEFT JOIN iwide_qrcode q ON s.inter_id=q.inter_id AND s.qrcode_id=q.id WHERE s.openid='oX3WojklzII6FwXZkN2ob0MpBzHo' AND s.inter_id='a484619482' LIMIT 1 | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:02:42 | 8463 | /index.php | query | 1c46239c333982c6977741ebb4ef4a4095897e2e | 0.010921 | 0.010967 | SELECT * FROM `iwide_hotel_club_config` WHERE `inter_id` = 'a484619482' AND `status` = 1 AND `key` = 'normal' AND `type` = 'default_staff' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:02:42 | 8463 | /index.php | query | 1c46239c333982c6977741ebb4ef4a4095897e2e | 0.032492 | 0.032531 | SELECT * FROM `iwide_scanqr_auth` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' AND `inter_id` = 'a484619482' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-07-18 15:09:29 | 8462 | /index.php | query | 40452a88c1342f73b3a4178462be796e67457527 | 0.013121 | 0.013148 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:09:29 | 8462 | /index.php | query | 40452a88c1342f73b3a4178462be796e67457527 | 0.015598 | 0.015623 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:09:29 | 8462 | /index.php | query | 40452a88c1342f73b3a4178462be796e67457527 | 0.012378 | 0.012404 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:17:07 | 8463 | /index.php | query | 7df4640123931b2c3883e5df515b5c34c7b4abe1 | 0.014827 | 0.014863 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:17:07 | 8463 | /index.php | query | 7df4640123931b2c3883e5df515b5c34c7b4abe1 | 0.016201 | 0.016234 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:17:07 | 8463 | /index.php | query | 7df4640123931b2c3883e5df515b5c34c7b4abe1 | 0.012816 | 0.012842 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:17:08 | 8463 | /index.php | query | 7df4640123931b2c3883e5df515b5c34c7b4abe1 | 0.028558 | 0.028584 | SELECT * FROM `iwide_inter_member_config` WHERE `inter_id` = 'a484619482' AND `type_code` = 'member_card_url' | host=30.iwide.cn:3306 dbname=iwide30vip username=vip
2017-07-18 15:17:08 | 8463 | /index.php | query | 7df4640123931b2c3883e5df515b5c34c7b4abe1 | 0.013145 | 0.013173 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:17:08 | 8463 | /index.php | query | 7df4640123931b2c3883e5df515b5c34c7b4abe1 | 0.01271 | 0.012735 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:17:28 | 8462 | /index.php | query | 81a28d3ff228125af0c2707cedbf748564a665d3 | 0.010322 | 0.010354 | SELECT * FROM `iwide_publics` WHERE `inter_id` = 'a484619482' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
2017-07-18 15:17:28 | 8462 | /index.php | query | 81a28d3ff228125af0c2707cedbf748564a665d3 | 0.012402 | 0.012429 | SELECT * FROM `iwide_fans` WHERE `openid` = 'oX3WojklzII6FwXZkN2ob0MpBzHo' | host=120.76.194.181:3306 dbname=iwide30dev username=iwide30dev
